gene,dis,rank,Ensembl
LRAT,0,13542,ENSG00000121207
HIVEP2,0,13543,ENSG00000010818
RARG,0,13544,ENSG00000172819
,0,13545,ENSG00000152487
PTPN13,0,13546,ENSG00000163629
RP11-408E5.4,0,13547,ENSG00000121388
VASH1,0,13548,ENSG00000071246
LHX4,0,13549,ENSG00000121454
PLEKHH2,0,13550,ENSG00000152527
COL9A2,0,13551,ENSG00000049089
CSTA,0,13552,ENSG00000121552
LMCD1,0,13553,ENSG00000071282
UCN,0,13554,ENSG00000163794
H6PD,0,13555,ENSG00000049239
PILRB,0,13556,ENSG00000121716
PLB1,0,13557,ENSG00000163803
FAM117A,0,13558,ENSG00000121104
CYP7B1,0,13559,ENSG00000172817
NFASC,0,13560,ENSG00000163531
EPHX2,0,13561,ENSG00000120915
RASGRP3,0,13562,ENSG00000152689
GPRIN1,0,13563,ENSG00000169258
MTERF2,0,13564,ENSG00000120832
CFAP69,0,13565,ENSG00000105792
CLU,0,13566,ENSG00000120885
SORBS3,0,13567,ENSG00000120896
SMARCD3,0,13568,ENSG00000082014
IL12RB2,0,13569,ENSG00000081985
PDZD4,0,13570,ENSG00000067840
PPM1L,0,13571,ENSG00000163590
RAB43,0,13572,ENSG00000172780
PLA2R1,0,13573,ENSG00000153246
ICA1L,0,13574,ENSG00000163596
CD200R1,0,13575,ENSG00000163606
CRISPLD1,0,13576,ENSG00000121005
CADM4,0,13577,ENSG00000105767
ICAM1,0,13578,ENSG00000090339
NPR1,0,13579,ENSG00000169418
SCN3A,0,13580,ENSG00000153253
NOD1,0,13581,ENSG00000106100
ANKRD29,0,13582,ENSG00000154065
ANKRD23,0,13583,ENSG00000163126
PACRGL,0,13584,ENSG00000163138
AK5,0,13585,ENSG00000154027
PCDH17,0,13586,ENSG00000118946
CLEC12A,0,13587,ENSG00000172322
TDRD10,0,13588,ENSG00000163239
CCNYL1,0,13589,ENSG00000163249
CRYGC,0,13590,ENSG00000163254
STARD5,0,13591,ENSG00000172345
KLF9,0,13592,ENSG00000119138
PIGZ,0,13593,ENSG00000119227
CCDC92,0,13594,ENSG00000119242
ABCG4,0,13595,ENSG00000172350
NPPC,0,13596,ENSG00000163273
DGKE,0,13597,ENSG00000153933
ANTXR2,0,13598,ENSG00000163297
CNTRL,0,13599,ENSG00000119397
NPTX2,0,13600,ENSG00000106236
SDHAF4,0,13601,ENSG00000154079
CTPS2,0,13602,ENSG00000047230
JPH3,0,13603,ENSG00000154118
CA14,0,13604,ENSG00000118298
ZNF541,0,13605,ENSG00000118156
MOGAT3,0,13606,ENSG00000106384
SERHL,0,13607,ENSG00000172250
CRYGD,0,13608,ENSG00000118231
MREG,0,13609,ENSG00000118242
PRKCA,0,13610,ENSG00000154229
FAM134B,0,13611,ENSG00000154153
C1orf54,0,13612,ENSG00000118292
CASC1,0,13613,ENSG00000118307
SYT7,0,13614,ENSG00000011347
MACROD2,0,13615,ENSG00000172264
USP35,0,13616,ENSG00000118369
ELOVL4,0,13617,ENSG00000118402
ANKH,0,13618,ENSG00000154122
ST6GALNAC2,0,13619,ENSG00000070731
MYB,0,13620,ENSG00000118513
CFAP221,0,13621,ENSG00000163075
PMFBP1,0,13622,ENSG00000118557
ANKRD24,0,13623,ENSG00000089847
DDAH1,0,13624,ENSG00000153904
RSPH10B2,0,13625,ENSG00000169402
ABCB5,0,13626,ENSG00000004846
TSPAN12,0,13627,ENSG00000106025
KLHL29,0,13628,ENSG00000119771
SCN1B,0,13629,ENSG00000105711
TRIM46,0,13630,ENSG00000163462
BCL11A,0,13631,ENSG00000119866
RND1,0,13632,ENSG00000172602
HOXA3,0,13633,ENSG00000105997
ELOVL3,0,13634,ENSG00000119915
CNNM1,0,13635,ENSG00000119946
FAM184B,0,13636,ENSG00000047662
PCBP4,0,13637,ENSG00000090097
HOXA1,0,13638,ENSG00000105991
HDAC4,0,13639,ENSG00000068024
RNF32,0,13640,ENSG00000105982
PTAFR,0,13641,ENSG00000169403
KCNIP2,0,13642,ENSG00000120049
CPN1,0,13643,ENSG00000120054
LINC00467,0,13644,ENSG00000153363
HOXB8,0,13645,ENSG00000120068
ZNF410,0,13646,ENSG00000119725
SDC2,0,13647,ENSG00000169439
RASGRP1,0,13648,ENSG00000172575
C7orf31,0,13649,ENSG00000153790
APLF,0,13650,ENSG00000169621
RSPH9,0,13651,ENSG00000172426
ZNF599,0,13652,ENSG00000153896
TRAF5,0,13653,ENSG00000082512
BBOF1,0,13654,ENSG00000119636
TCEAL1,0,13655,ENSG00000172465
CMIP,0,13656,ENSG00000153815
ZEB2,0,13657,ENSG00000169554
SLC22A15,0,13658,ENSG00000163393
TMEM169,0,13659,ENSG00000163449
CT55,0,13660,ENSG00000169551
SLC15A2,0,13661,ENSG00000163406
COL19A1,0,13662,ENSG00000082293
LTBP2,0,13663,ENSG00000119681
CCDC8,0,13664,ENSG00000169515
CD52,0,13665,ENSG00000169442
CTSW,0,13666,ENSG00000172543
TGFB3,0,13667,ENSG00000119699
ADGRB2,0,13668,ENSG00000121753
GUCY1A2,0,13669,ENSG00000152402
CDC14B,0,13670,ENSG00000081377
,0,13671,ENSG00000173432
ZNF391,0,13672,ENSG00000124613
OPHN1,0,13673,ENSG00000079482
EDIL3,0,13674,ENSG00000164176
,0,13675,ENSG00000124693
NLRC4,0,13676,ENSG00000091106
CCDC3,0,13677,ENSG00000151468
PPIP5K1,0,13678,ENSG00000168781
TCTN2,0,13679,ENSG00000168778
ATXN1,0,13680,ENSG00000124788
GCM2,0,13681,ENSG00000124827
CXXC4,0,13682,ENSG00000168772
LAMB4,0,13683,ENSG00000091128
NRCAM,0,13684,ENSG00000091129
APLP1,0,13685,ENSG00000105290
ADGRV1,0,13686,ENSG00000164199
F2RL2,0,13687,ENSG00000164220
ZFR2,0,13688,ENSG00000105278
CLIP3,0,13689,ENSG00000105270
PTPRM,0,13690,ENSG00000173482
GPR18,0,13691,ENSG00000125245
CLYBL,0,13692,ENSG00000125246
HIST1H1A,0,13693,ENSG00000124610
TMEM144,0,13694,ENSG00000164124
TSPY2,0,13695,ENSG00000168757
ABHD15,0,13696,ENSG00000168792
ADAM8,0,13697,ENSG00000151651
ZNF827,0,13698,ENSG00000151612
LNX1,0,13699,ENSG00000072201
PPP4R1L,0,13700,ENSG00000124224
PMEPA1,0,13701,ENSG00000124225
RBPJL,0,13702,ENSG00000124232
NEURL2,0,13703,ENSG00000124257
MAGEA10,0,13704,ENSG00000124260
HOMER3,0,13705,ENSG00000051128
STOX2,0,13706,ENSG00000173320
MASP2,0,13707,ENSG00000009724
NSG1,0,13708,ENSG00000168824
ATP8A1,0,13709,ENSG00000124406
PPM1M,0,13710,ENSG00000164088
ADAD1,0,13711,ENSG00000164113
GRM4,0,13712,ENSG00000124493
TEX9,0,13713,ENSG00000151575
PACSIN1,0,13714,ENSG00000124507
CRX,0,13715,ENSG00000105392
ANO4,0,13716,ENSG00000151572
ICAM5,0,13717,ENSG00000105376
VEGFB,0,13718,ENSG00000173511
TNFRSF10D,0,13719,ENSG00000173530
CDCP1,0,13720,ENSG00000163814
GNRH2,0,13721,ENSG00000125787
ABCB9,0,13722,ENSG00000150967
APOH,0,13723,ENSG00000091583
NKX2-2,0,13724,ENSG00000125820
PLEKHG6,0,13725,ENSG00000008323
GJB7,0,13726,ENSG00000164411
ADAM18,0,13727,ENSG00000168619
FABP7,0,13728,ENSG00000164434
SPDYE2B,0,13729,ENSG00000173678
OLFM2,0,13730,ENSG00000105088
PIH1D2,0,13731,ENSG00000150773
BFSP1,0,13732,ENSG00000125864
HEXIM2,0,13733,ENSG00000168517
DIXDC1,0,13734,ENSG00000150764
ANGPT2,0,13735,ENSG00000091879
ARMCX5,0,13736,ENSG00000125962
MMP24,0,13737,ENSG00000125966
CNDP1,0,13738,ENSG00000150656
SCGB1D1,0,13739,ENSG00000168515
PI16,0,13740,ENSG00000164530
HNMT,0,13741,ENSG00000150540
HHAT,0,13742,ENSG00000054392
LEAP2,0,13743,ENSG00000164406
,0,13744,ENSG00000079150
ME3,0,13745,ENSG00000151376
ZNF30,0,13746,ENSG00000168661
OVOL3,0,13747,ENSG00000105261
MIPOL1,0,13748,ENSG00000151338
RAPGEF4,0,13749,ENSG00000091428
BMP4,0,13750,ENSG00000125378
TNFRSF10C,0,13751,ENSG00000173535
LIPE,0,13752,ENSG00000079435
DUSP13,0,13753,ENSG00000079393
SPINK1,0,13754,ENSG00000164266
GPX8,0,13755,ENSG00000164294
SLC16A4,0,13756,ENSG00000168679
ADGRF3,0,13757,ENSG00000173567
PRX,0,13758,ENSG00000105227
RAD9B,0,13759,ENSG00000151164
PAX8,0,13760,ENSG00000125618
SPZ1,0,13761,ENSG00000164299
CDC14A,0,13762,ENSG00000079335
PRIMPOL,0,13763,ENSG00000164306
CACNA1C,0,13764,ENSG00000151067
LXN,0,13765,ENSG00000079257
FOSB,0,13766,ENSG00000125740
GDF9,0,13767,ENSG00000164404
MATN4,0,13768,ENSG00000124159
,0,13769,ENSG00000009790
PTPRS,0,13770,ENSG00000105426
HEYL,0,13771,ENSG00000163909
CYBRD1,0,13772,ENSG00000071967
PSTPIP2,0,13773,ENSG00000152229
IGF2BP2-AS1,0,13774,ENSG00000163915
HOXA7,0,13775,ENSG00000122592
CPLX1,0,13776,ENSG00000168993
DKK3,0,13777,ENSG00000050165
,0,13778,ENSG00000173088
TWIST1,0,13779,ENSG00000122691
MAST1,0,13780,ENSG00000105613
KLF1,0,13781,ENSG00000105610
JMJD7-PLA2G4B,0,13782,ENSG00000168970
ARHGEF5,0,13783,ENSG00000050327
RIT2,0,13784,ENSG00000152214
DNAI1,0,13785,ENSG00000122735
ARL11,0,13786,ENSG00000152213
CNTFR,0,13787,ENSG00000122756
POU4F1,0,13788,ENSG00000152192
NUDT10,0,13789,ENSG00000122824
CACNB1,0,13790,ENSG00000067191
BICC1,0,13791,ENSG00000122870
ZDHHC19,0,13792,ENSG00000163958
EVC2,0,13793,ENSG00000173040
PDK1,0,13794,ENSG00000152256
,0,13795,ENSG00000124134
FAM3A,0,13796,ENSG00000071889
LZTFL1,0,13797,ENSG00000163818
FYN,0,13798,ENSG00000010810
DTX3L,0,13799,ENSG00000163840
IDS,0,13800,ENSG00000010404
SLC6A13,0,13801,ENSG00000010379
CXCR4,0,13802,ENSG00000121966
TRO,0,13803,ENSG00000067445
ACVR2A,0,13804,ENSG00000121989
BOLL,0,13805,ENSG00000152430
RASL11A,0,13806,ENSG00000122035
PARM1,0,13807,ENSG00000169116
MAG,0,13808,ENSG00000105695
COMP,0,13809,ENSG00000105664
SPOCK1,0,13810,ENSG00000152377
NAA60,0,13811,ENSG00000122390
EFNB1,0,13812,ENSG00000090776
RAB3A,0,13813,ENSG00000105649
CALCR,0,13814,ENSG00000004948
GIPR,0,13815,ENSG00000010310
DNALI1,0,13816,ENSG00000163879
CHST14,0,13817,ENSG00000169105
SLC35G2,0,13818,ENSG00000168917
SLC51A,0,13819,ENSG00000163959
RABGAP1L,0,13820,ENSG00000152061
HVCN1,0,13821,ENSG00000122986
SLC9B2,0,13822,ENSG00000164038
ACVR1C,0,13823,ENSG00000123612
RPS6KA6,0,13824,ENSG00000072133
TUBB8P12,0,13825,ENSG00000173213
VAMP5,0,13826,ENSG00000168899
ACSL1,0,13827,ENSG00000151726
PLEKHG2,0,13828,ENSG00000090924
PFKFB2,0,13829,ENSG00000123836
KCNN2,0,13830,ENSG00000080709
CNFN,0,13831,ENSG00000105427
SYT12,0,13832,ENSG00000173227
C11orf86,0,13833,ENSG00000173237
DNPEP,0,13834,ENSG00000123992
MST1R,0,13835,ENSG00000164078
PLAC8L1,0,13836,ENSG00000173261
GCNT7,0,13837,ENSG00000124091
CTCFL,0,13838,ENSG00000124092
MLXIPL,0,13839,ENSG00000009950
SLPI,0,13840,ENSG00000124107
RNF144A,0,13841,ENSG00000151692
CHRNA3,0,13842,ENSG00000080644
PLP1,0,13843,ENSG00000123560
ENHO,0,13844,ENSG00000168913
PARP14,0,13845,ENSG00000173193
,0,13846,ENSG00000173175
ITPR2,0,13847,ENSG00000123104
,0,13848,ENSG00000152042
NECAB1,0,13849,ENSG00000123119
RBM46,0,13850,ENSG00000151962
CAPS,0,13851,ENSG00000105519
PARP8,0,13852,ENSG00000151883
RAB3D,0,13853,ENSG00000105514
EXO5,0,13854,ENSG00000164002
IGSF9B,0,13855,ENSG00000080854
ZNF175,0,13856,ENSG00000105497
IL13RA2,0,13857,ENSG00000123496
ERMAP,0,13858,ENSG00000164010
CCDC122,0,13859,ENSG00000151773
NFE2,0,13860,ENSG00000123405
HOXC12,0,13861,ENSG00000123407
IKZF4,0,13862,ENSG00000123411
MOK,0,13863,ENSG00000080823
METTL21B,0,13864,ENSG00000123427
,0,13865,ENSG00000090920
SYNGR4,0,13866,ENSG00000105467
IFT46,0,13867,ENSG00000118096
FRMD3,0,13868,ENSG00000172159
LRRK1,0,13869,ENSG00000154237
DAPK2,0,13870,ENSG00000035664
TULP1,0,13871,ENSG00000112041
SLC26A8,0,13872,ENSG00000112053
DNAJC18,0,13873,ENSG00000170464
CD14,0,13874,ENSG00000170458
FHL1,0,13875,ENSG00000022267
CHRNE,0,13876,ENSG00000108556
PAQR6,0,13877,ENSG00000160781
CASP10,0,13878,ENSG00000003400
CD83,0,13879,ENSG00000112149
PTH1R,0,13880,ENSG00000160801
RBM24,0,13881,ENSG00000112183
CAP2,0,13882,ENSG00000112186
,0,13883,ENSG00000157950
CD82,0,13884,ENSG00000085117
PRDM13,0,13885,ENSG00000112238
ZNF439,0,13886,ENSG00000171291
RADIL,0,13887,ENSG00000157927
BVES,0,13888,ENSG00000112276
SH3YL1,0,13889,ENSG00000035115
GAREM2,0,13890,ENSG00000157833
FBXL13,0,13891,ENSG00000161040
LRG1,0,13892,ENSG00000171236
KCNAB2,0,13893,ENSG00000069424
FAM65B,0,13894,ENSG00000111913
PTPDC1,0,13895,ENSG00000158079
GRAMD1B,0,13896,ENSG00000023171
NEK8,0,13897,ENSG00000160602
RHPN1,0,13898,ENSG00000158106
HPD,0,13899,ENSG00000158104
HCFC2,0,13900,ENSG00000111727
ST8SIA1,0,13901,ENSG00000111728
LRRC7,0,13902,ENSG00000033122
GALNT14,0,13903,ENSG00000158089
CCL2,0,13904,ENSG00000108691
ASIC2,0,13905,ENSG00000108684
ANKRD61,0,13906,ENSG00000157999
ZNF213,0,13907,ENSG00000085644
MAK,0,13908,ENSG00000111837
GRIK1,0,13909,ENSG00000171189
NLRX1,0,13910,ENSG00000160703
NEDD9,0,13911,ENSG00000111859
EXTL1,0,13912,ENSG00000158008
NPAS2,0,13913,ENSG00000170485
,0,13914,ENSG00000085563
PILRA,0,13915,ENSG00000085514
NAPEPLD,0,13916,ENSG00000161048
SOBP,0,13917,ENSG00000112320
MAP6,0,13918,ENSG00000171533
NR2E1,0,13919,ENSG00000112333
PLEKHB1,0,13920,ENSG00000021300
HBEGF,0,13921,ENSG00000113070
FSTL3,0,13922,ENSG00000070404
SDK2,0,13923,ENSG00000069188
GP6,0,13924,ENSG00000088053
RNF43,0,13925,ENSG00000108375
KIF3C,0,13926,ENSG00000084731
PCDHB3,0,13927,ENSG00000113205
TIMP2,0,13928,ENSG00000035862
CACNA1D,0,13929,ENSG00000157388
RNF130,0,13930,ENSG00000113269
MAST4,0,13931,ENSG00000069020
THBS4,0,13932,ENSG00000113296
MYOM2,0,13933,ENSG00000036448
DHRS4,0,13934,ENSG00000157326
ZFHX2-AS1,0,13935,ENSG00000157306
USP2,0,13936,ENSG00000036672
FAXDC2,0,13937,ENSG00000170271
,0,13938,ENSG00000171517
NR3C1,0,13939,ENSG00000113580
JOSD2,0,13940,ENSG00000161677
NME5,0,13941,ENSG00000112981
PCDHB2,0,13942,ENSG00000112852
TSC22D3,0,13943,ENSG00000157514
,0,13944,ENSG00000171446
HOXB6,0,13945,ENSG00000108511
FBXO27,0,13946,ENSG00000161243
LURAP1,0,13947,ENSG00000171357
CABP1,0,13948,ENSG00000157782
DMKN,0,13949,ENSG00000161249
U2AF1L4,0,13950,ENSG00000161265
KCND3,0,13951,ENSG00000171385
BDH1,0,13952,ENSG00000161267
THAP8,0,13953,ENSG00000161277
SNX22,0,13954,ENSG00000157734
CLIC5,0,13955,ENSG00000112782
SVOPL,0,13956,ENSG00000157703
TMEM268,0,13957,ENSG00000157693
GLTSCR1L,0,13958,ENSG00000112624
DSEL,0,13959,ENSG00000171451
CUL9,0,13960,ENSG00000112659
ZNF618,0,13961,ENSG00000157657
PNPO,0,13962,ENSG00000108439
FGF22,0,13963,ENSG00000070388
LRRC56,0,13964,ENSG00000161328
MPZL3,0,13965,ENSG00000160588
PLPP7,0,13966,ENSG00000160539
CNTNAP1,0,13967,ENSG00000108797
ABI3,0,13968,ENSG00000108798
LPXN,0,13969,ENSG00000110031
HOXB9,0,13970,ENSG00000170689
PAQR8,0,13971,ENSG00000170915
ADGRG5,0,13972,ENSG00000159618
MMP2,0,13973,ENSG00000087245
KIAA1211,0,13974,ENSG00000109265
HPX,0,13975,ENSG00000110169
,0,13976,ENSG00000087258
TMEM133,0,13977,ENSG00000170647
TANC2,0,13978,ENSG00000170921
SPON2,0,13979,ENSG00000159674
ZDHHC1,0,13980,ENSG00000159714
APOA5,0,13981,ENSG00000110243
PLA2G10,0,13982,ENSG00000069764
APOC3,0,13983,ENSG00000110245
,0,13984,ENSG00000069712
PRKCDBP,0,13985,ENSG00000170955
UPK2,0,13986,ENSG00000110375
C16orf86,0,13987,ENSG00000159761
FAT2,0,13988,ENSG00000086570
SLC15A3,0,13989,ENSG00000110446
ERO1B,0,13990,ENSG00000086619
LAT2,0,13991,ENSG00000086730
CCDC17,0,13992,ENSG00000159588
LRP2BP,0,13993,ENSG00000109771
HOXB13,0,13994,ENSG00000159184
ACHE,0,13995,ENSG00000087085
AGPAT4,0,13996,ENSG00000026652
,0,13997,ENSG00000109667
RIOX2,0,13998,ENSG00000170854
TBC1D19,0,13999,ENSG00000109680
KCNG1,0,14000,ENSG00000026559
CIART,0,14001,ENSG00000159208
GIP,0,14002,ENSG00000159224
HSD17B14,0,14003,ENSG00000087076
ISL2,0,14004,ENSG00000159556
ALG9,0,14005,ENSG00000086848
CPE,0,14006,ENSG00000109472
TCHH,0,14007,ENSG00000159450
ENPP4,0,14008,ENSG00000001561
PPARGC1A,0,14009,ENSG00000109819
DDX25,0,14010,ENSG00000109832
CFTR,0,14011,ENSG00000001626
RTEL1-TNFRSF6B,0,14012,ENSG00000026036
VIM,0,14013,ENSG00000026025
NPR2,0,14014,ENSG00000159899
HS6ST2,0,14015,ENSG00000171004
NBL1,0,14016,ENSG00000158747
HIPK4,0,14017,ENSG00000160396
WNT5B,0,14018,ENSG00000111186
FUT3,0,14019,ENSG00000171124
CPA2,0,14020,ENSG00000158516
RIBC1,0,14021,ENSG00000158423
COL1A1,0,14022,ENSG00000108821
CACFD1,0,14023,ENSG00000160325
PRKCE,0,14024,ENSG00000171132
HIST1H2BD,0,14025,ENSG00000158373
PPP1R9B,0,14026,ENSG00000108819
GPRC5D,0,14027,ENSG00000111291
FTCD,0,14028,ENSG00000160282
DBNDD1,0,14029,ENSG00000003249
GPRASP2,0,14030,ENSG00000158301
OGFOD2,0,14031,ENSG00000111325
GPR153,0,14032,ENSG00000158292
RNF207,0,14033,ENSG00000158286
EZH1,0,14034,ENSG00000108799
TMSB15A,0,14035,ENSG00000158164
COX6B2,0,14036,ENSG00000160471
MORN4,0,14037,ENSG00000171160
TXNDC16,0,14038,ENSG00000087301
DYNC1I1,0,14039,ENSG00000158560
ZNF221,0,14040,ENSG00000159905
VWF,0,14041,ENSG00000110799
ELMOD1,0,14042,ENSG00000110675
SOX6,0,14043,ENSG00000110693
LRRC8E,0,14044,ENSG00000171017
ZNF233,0,14045,ENSG00000159915
ZNF235,0,14046,ENSG00000159917
XKR6,0,14047,ENSG00000171044
HSD17B6,0,14048,ENSG00000025423
ZNF16,0,14049,ENSG00000170631
SLC45A3,0,14050,ENSG00000158715
RORA,0,14051,ENSG00000069667
ARHGAP31,0,14052,ENSG00000031081
ZBTB8A,0,14053,ENSG00000160062
CILP2,0,14054,ENSG00000160161
EHD2,0,14055,ENSG00000024422
FOXA3,0,14056,ENSG00000170608
PDE9A,0,14057,ENSG00000160191
EFNB3,0,14058,ENSG00000108947
IKZF2,0,14059,ENSG00000030419
AGPAT3,0,14060,ENSG00000160216
KCNMB3,0,14061,ENSG00000171121
PBLD,0,14062,ENSG00000108187
FAM171A2,0,14063,ENSG00000161682
CEP112,0,14064,ENSG00000154240
OSCP1,0,14065,ENSG00000116885
DLGAP3,0,14066,ENSG00000116544
OGN,0,14067,ENSG00000106809
RTN4R,0,14068,ENSG00000040608
NTNG1,0,14069,ENSG00000162631
DLEU2L,0,14070,ENSG00000116652
P2RX5,0,14071,ENSG00000083454
TRIM58,0,14072,ENSG00000162722
CD22,0,14073,ENSG00000012124
FAM65C,0,14074,ENSG00000042062
LEPR,0,14075,ENSG00000116678
DDR2,0,14076,ENSG00000162733
PRG4,0,14077,ENSG00000116690
FSD1L,0,14078,ENSG00000106701
NCF2,0,14079,ENSG00000116701
C11orf40,0,14080,ENSG00000171987
KLHDC9,0,14081,ENSG00000162755
CD58,0,14082,ENSG00000116815
GOLGA7B,0,14083,ENSG00000155265
LHX2,0,14084,ENSG00000106689
EPHX4,0,14085,ENSG00000172031
SLC1A1,0,14086,ENSG00000106688
TRIM62,0,14087,ENSG00000116525
PRICKLE3,0,14088,ENSG00000012211
NFIA,0,14089,ENSG00000162599
ZNF747,0,14090,ENSG00000169955
BEST2,0,14091,ENSG00000039987
KDM8,0,14092,ENSG00000155666
TMEM42,0,14093,ENSG00000169964
FRMD5,0,14094,ENSG00000171877
ZNF768,0,14095,ENSG00000169957
MORN1,0,14096,ENSG00000116151
CAMKK1,0,14097,ENSG00000004660
ELAVL2,0,14098,ENSG00000107105
FBLIM1,0,14099,ENSG00000162458
CHD5,0,14100,ENSG00000116254
IL23R,0,14101,ENSG00000162594
QSOX1,0,14102,ENSG00000116260
KIAA1324,0,14103,ENSG00000116299
OPRD1,0,14104,ENSG00000116329
AKR7A3,0,14105,ENSG00000162482
LRRC38,0,14106,ENSG00000162494
CYP4F22,0,14107,ENSG00000171954
AK1,0,14108,ENSG00000106992
TMCO4,0,14109,ENSG00000162542
DNM1,0,14110,ENSG00000106976
CFAP61,0,14111,ENSG00000089101
CDK19,0,14112,ENSG00000155111
ZNF282,0,14113,ENSG00000170265
AXDND1,0,14114,ENSG00000162779
BCKDHB,0,14115,ENSG00000083123
SLC9C1,0,14116,ENSG00000172139
FXYD3,0,14117,ENSG00000089356
CCDC173,0,14118,ENSG00000154479
HEPH,0,14119,ENSG00000089472
BLVRA,0,14120,ENSG00000106605
CUL7,0,14121,ENSG00000044090
AHR,0,14122,ENSG00000106546
CTAGE5,0,14123,ENSG00000150527
CLHC1,0,14124,ENSG00000162994
RARRES2,0,14125,ENSG00000106538
UCHL1,0,14126,ENSG00000154277
DUSP19,0,14127,ENSG00000162999
EN1,0,14128,ENSG00000163064
SERPINC1,0,14129,ENSG00000117601
RCAN3,0,14130,ENSG00000117602
ZNF862,0,14131,ENSG00000106479
CLEC7A,0,14132,ENSG00000172243
GLCCI1,0,14133,ENSG00000106415
SPATA18,0,14134,ENSG00000163071
MUC5B,0,14135,ENSG00000117983
ARHGAP33,0,14136,ENSG00000004777
MYL7,0,14137,ENSG00000106631
GCK,0,14138,ENSG00000106633
AKT3,0,14139,ENSG00000117020
MUC3A,0,14140,ENSG00000169894
LGALS8,0,14141,ENSG00000116977
REPS2,0,14142,ENSG00000169891
BMP8B,0,14143,ENSG00000116985
CNTNAP5,0,14144,ENSG00000155052
,0,14145,ENSG00000116996
USH2A,0,14146,ENSG00000042781
SPATA17,0,14147,ENSG00000162814
BARX2,0,14148,ENSG00000043039
ST6GALNAC5,0,14149,ENSG00000117069
RFTN2,0,14150,ENSG00000162944
CLIP2,0,14151,ENSG00000106665
PKDCC,0,14152,ENSG00000162878
OXER1,0,14153,ENSG00000162881
ZIC2,0,14154,ENSG00000043355
HAAO,0,14155,ENSG00000162882
PINK1-AS,0,14156,ENSG00000117242
TRIM17,0,14157,ENSG00000162931
,0,14158,ENSG00000117289
PDLIM3,0,14159,ENSG00000154553
C3AR1,0,14160,ENSG00000171860
KCTD18,0,14161,ENSG00000155729
FZD7,0,14162,ENSG00000155760
SPAG17,0,14163,ENSG00000155761
C3orf18,0,14164,ENSG00000088543
LGALS4,0,14165,ENSG00000171747
ROPN1B,0,14166,ENSG00000114547
LRRC34,0,14167,ENSG00000171757
ABTB1,0,14168,ENSG00000114626
PODXL2,0,14169,ENSG00000114631
CSPG5,0,14170,ENSG00000114646
FAM153A,0,14171,ENSG00000170074
NEK11,0,14172,ENSG00000114670
CCDC78,0,14173,ENSG00000162004
ACPP,0,14174,ENSG00000014257
FUT6,0,14175,ENSG00000156413
PLCH1,0,14176,ENSG00000114805
HS3ST6,0,14177,ENSG00000162040
PAQR4,0,14178,ENSG00000162073
DNASE1L1,0,14179,ENSG00000013563
TNNC1,0,14180,ENSG00000114854
CLCN2,0,14181,ENSG00000114859
GATM,0,14182,ENSG00000171766
SYCE1,0,14183,ENSG00000171772
RASGRP4,0,14184,ENSG00000171777
FBXO43,0,14185,ENSG00000156509
HKDC1,0,14186,ENSG00000156510
DPEP1,0,14187,ENSG00000015413
S100Z,0,14188,ENSG00000171643
FABP6,0,14189,ENSG00000170231
TATDN2,0,14190,ENSG00000157014
BCL6,0,14191,ENSG00000113916
ARL6,0,14192,ENSG00000113966
NPHP3,0,14193,ENSG00000113971
GRASP,0,14194,ENSG00000161835
ENC1,0,14195,ENSG00000171617
SYCE2,0,14196,ENSG00000161860
LHFPL4,0,14197,ENSG00000156959
FAM234B,0,14198,ENSG00000084444
CD109,0,14199,ENSG00000156535
FGF12,0,14200,ENSG00000114279
ZNF653,0,14201,ENSG00000161914
ASGR2,0,14202,ENSG00000161944
SLC11A1,0,14203,ENSG00000018280
HYAL1,0,14204,ENSG00000114378
,0,14205,ENSG00000017621
FGF11,0,14206,ENSG00000161958
GPR37L1,0,14207,ENSG00000170075
ISL1,0,14208,ENSG00000016082
IL1A,0,14209,ENSG00000115008
C8orf37,0,14210,ENSG00000156172
SLFNL1,0,14211,ENSG00000171790
LSM11,0,14212,ENSG00000155858
GNLY,0,14213,ENSG00000115523
CHST10,0,14214,ENSG00000115526
GRIP1,0,14215,ENSG00000155974
PHYH,0,14216,ENSG00000107537
LZTS3,0,14217,ENSG00000088899
,0,14218,ENSG00000088992
MLLT3,0,14219,ENSG00000171843
SLC1A7,0,14220,ENSG00000162383
RRAGB,0,14221,ENSG00000083750
ABCA2,0,14222,ENSG00000107331
IFT80,0,14223,ENSG00000068885
PTGDS,0,14224,ENSG00000107317
SOX30,0,14225,ENSG00000039600
PRKAA2,0,14226,ENSG00000162409
DLX2,0,14227,ENSG00000115844
NPDC1,0,14228,ENSG00000107281
NLGN2,0,14229,ENSG00000169992
SLC1A4,0,14230,ENSG00000115902
,0,14231,ENSG00000155816
KYNU,0,14232,ENSG00000115919
KIF5A,0,14233,ENSG00000155980
KCNJ13,0,14234,ENSG00000115474
TP53I3,0,14235,ENSG00000115129
PALD1,0,14236,ENSG00000107719
BCL2,0,14237,ENSG00000171791
TANC1,0,14238,ENSG00000115183
ADAMTS3,0,14239,ENSG00000156140
SPOCK2,0,14240,ENSG00000107742
PPP1R32,0,14241,ENSG00000162148
CDH23,0,14242,ENSG00000107736
APC2,0,14243,ENSG00000115266
KCNAB3,0,14244,ENSG00000170049
BATF,0,14245,ENSG00000156127
GNG3,0,14246,ENSG00000162188
CLDN11,0,14247,ENSG00000013297
